Subtotal Area	DAVID ROLDE	HOWIE HAWKINS	DARIO HUNTER	DENNIS LAMBERT	SEDINAM MOYOWASIFZA-CURRY	KENT MESPLAY	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes	Write-in Votes
Precinct 9739 - Vote By Mail	0	0	2	0	0	0	674	2	0	0	0	2	0
Precinct 9739 - Election Day	0	0	0	0	0	0	115	1	0	0	0	1	1
Precinct 9739	0	0	2	0	0	0	789	3	0	0	0	3	1
Precinct 9741 - Vote By Mail	0	0	0	0	0	0	837	1	0	0	1	0	0
Precinct 9741 - Election Day	0	0	0	0	0	0	-396	0	0	0	0	0	0
Precinct 9741	0	0	0	0	0	0	441	1	0	0	1	0	0
Precinct 9742 - Vote By Mail	0	0	0	0	0	0	530	0	0	0	0	0	0
Precinct 9742 - Election Day	0	0	0	0	0	0	165	0	0	0	0	0	0
Precinct 9742	0	0	0	0	0	0	695	0	0	0	0	0	0
Precinct 9743 - Vote By Mail	0	1	0	0	0	0	913	3	0	0	2	1	0
Precinct 9743 - Election Day	1	0	0	0	0	0	227	1	0	0	0	1	0
Precinct 9743	1	1	0	0	0	0	1,140	4	0	0	2	2	0
Precinct 9744 - Vote By Mail	0	0	1	0	0	0	783	1	0	0	0	1	0
Precinct 9744 - Election Day	0	0	0	0	0	0	160	0	0	0	0	0	0
Precinct 9744	0	0	1	0	0	0	943	1	0	0	0	1	0
Precinct 9745 - Vote By Mail	0	0	0	1	0	0	790	1	0	0	0	1	0
Precinct 9745 - Election Day	0	0	0	1	0	0	202	1	0	0	0	1	0
Precinct 9745	0	0	0	2	0	0	992	2	0	0	0	2	0
Precinct 9746 - Vote By Mail	0	0	0	1	0	0	714	2	0	0	1	1	0
Precinct 9746 - Election Day	0	0	0	0	0	0	189	0	0	0	0	0	0
Precinct 9746	0	0	0	1	0	0	903	2	0	0	1	1	0
Precinct 9747 - Vote By Mail	0	1	0	0	1	0	772	3	0	0	1	2	0
Precinct 9747 - Election Day	0	0	0	0	0	0	204	0	0	0	0	0	0
Precinct 9747	0	1	0	0	1	0	976	3	0	0	1	2	0
Precinct 9748 - Vote By Mail	0	1	0	0	0	0	746	3	0	0	2	1	0
Precinct 9748 - Election Day	1	1	0	1	0	0	167	3	0	0	0	3	0
Precinct 9748	1	2	0	1	0	0	913	6	0	0	2	4	0
Precinct 9749 - Vote By Mail	0	0	0	0	0	0	750	1	0	0	1	0	0
Precinct 9749 - Election Day	0	0	0	0	0	0	188	0	0	0	0	0	0
Precinct 9749	0	0	0	0	0	0	938	1	0	0	1	0	0
Precinct 9751 - Vote By Mail	0	0	0	0	0	0	857	0	0	0	0	0	0
Precinct 9751 - Election Day	0	0	1	0	0	0	214	1	0	0	0	1	0
Precinct 9751	0	0	1	0	0	0	1,071	1	0	0	0	1	0
Precinct 9752 - Vote By Mail	0	1	0	0	0	0	563	1	0	0	0	1	0
Precinct 9752 - Election Day	0	0	0	0	0	0	134	0	0	0	0	0	0
Precinct 9752	0	1	0	0	0	0	697	1	0	0	0	1	0
Precinct 9753 - Vote By Mail	0	1	0	1	1	0	617	3	0	0	0	3	0
Precinct 9753 - Election Day	0	0	0	0	0	0	145	0	0	0	0	0	0
Precinct 9753	0	1	0	1	1	0	762	3	0	0	0	3	0
Precinct 9754 - Vote By Mail	0	0	0	0	0	0	545	3	0	0	3	0	0
Precinct 9754 - Election Day	0	1	0	0	0	0	162	1	0	0	0	1	0
Precinct 9754	0	1	0	0	0	0	707	4	0	0	3	1	0
Precinct 9755 - Vote By Mail	0	0	0	0	0	0	441	1	0	0	1	0	0
Precinct 9755 - Election Day	0	0	0	0	0	0	139	0	0	0	0	0	0
Precinct 9755	0	0	0	0	0	0	580	1	0	0	1	0	0
Precinct 9756 - Vote By Mail	0	0	1	0	0	0	805	1	0	0	0	1	0
Precinct 9756 - Election Day	0	0	0	0	1	0	162	1	0	0	0	1	0
Precinct 9756	0	0	1	0	1	0	967	2	0	0	0	2	0
Precinct 9801 - Vote By Mail	0	0	0	0	0	0	320	0	0	0	0	0	0
Precinct 9801 - Election Day	0	0	0	0	0	0	88	0	0	0	0	0	0
Precinct 9801	0	0	0	0	0	0	408	0	0	0	0	0	0
Congressional District 12 - Vote By Mail	8	145	92	45	63	0	355,594	680	0	0	327	353	0
Congressional District 12 - Election Day	9	49	49	29	43	0	90,254	272	0	0	49	223	44
Congressional District 12	17	194	141	74	106	0	445,848	952	0	0	376	576	44
Congressional District 14 - Vote By Mail	0	12	8	8	5	0	47,252	66	0	0	33	33	0
Congressional District 14 - Election Day	5	2	3	4	4	0	10,799	24	0	0	3	21	3
Congressional District 14	5	14	11	12	9	0	58,051	90	0	0	36	54	3
Assembly District 17 - Vote By Mail	8	107	69	25	47	0	232,787	473	0	0	217	256	0
Assembly District 17 - Election Day	6	34	29	13	31	0	59,635	179	0	0	36	143	30
Assembly District 17	14	141	98	38	78	0	292,422	652	0	0	253	399	30
Assembly District 19 - Vote By Mail	0	50	31	28	21	0	170,059	273	0	0	143	130	0
Assembly District 19 - Election Day	8	17	23	20	16	0	41,418	117	0	0	16	101	17
Assembly District 19	8	67	54	48	37	0	211,477	390	0	0	159	231	17
Supervisorial District 1 - Vote By Mail	0	12	7	6	3	0	33,868	66	0	0	38	28	0
Supervisorial District 1 - Election Day	0	8	6	8	6	0	9,248	39	0	0	5	34	6
Supervisorial District 1	0	20	13	14	9	0	43,116	105	0	0	43	62	6
Supervisorial District 2 - Vote By Mail	0	6	3	2	3	0	41,435	32	0	0	18	14	0
Supervisorial District 2 - Election Day	2	1	5	0	0	0	8,611	10	0	0	1	9	1
Supervisorial District 2	2	7	8	2	3	0	50,046	42	0	0	19	23	1
Supervisorial District 3 - Vote By Mail	1	13	8	2	3	0	31,943	50	0	0	23	27	0
Supervisorial District 3 - Election Day	1	6	0	0	3	0	7,434	15	0	0	2	13	3
Supervisorial District 3	2	19	8	2	6	0	39,377	65	0	0	25	40	3
Supervisorial District 4 - Vote By Mail	0	13	6	8	8	0	35,049	70	0	0	35	35	0
Supervisorial District 4 - Election Day	0	4	8	4	5	0	9,045	28	0	0	2	26	5
Supervisorial District 4	0	17	14	12	13	0	44,094	98	0	0	37	61	5
Supervisorial District 5 - Vote By Mail	1	23	9	7	9	0	41,966	88	0	0	39	49	0
Supervisorial District 5 - Election Day	1	10	4	7	7	0	10,934	48	0	0	10	38	9
Supervisorial District 5	2	33	13	14	16	0	52,900	136	0	0	49	87	9
Supervisorial District 6 - Vote By Mail	1	15	8	6	2	0	35,755	56	0	0	24	32	0
Supervisorial District 6 - Election Day	1	2	8	0	3	0	7,940	18	0	0	3	15	1
Supervisorial District 6	2	17	16	6	5	0	43,695	74	0	0	27	47	1
Supervisorial District 7 - Vote By Mail	0	9	14	9	6	0	38,887	83	0	0	45	38	0
Supervisorial District 7 - Election Day	4	7	1	5	2	0	8,556	25	0	0	3	22	3
Supervisorial District 7	4	16	15	14	8	0	47,443	108	0	0	48	60	3
Supervisorial District 8 - Vote By Mail	1	27	15	5	19	0	46,370	130	0	0	63	67	0
Supervisorial District 8 - Election Day	1	7	12	4	11	0	11,807	51	0	0	10	41	6
Supervisorial District 8	2	34	27	9	30	0	58,177	181	0	0	73	108	6
Supervisorial District 9 - Vote By Mail	2	24	19	5	9	0	33,165	98	0	0	39	59	0
Supervisorial District 9 - Election Day	1	6	5	3	7	0	10,098	39	0	0	10	29	7
Supervisorial District 9	3	30	24	8	16	0	43,263	137	0	0	49	88	7
Supervisorial District 10 - Vote By Mail	2	5	3	1	3	0	33,765	39	0	0	25	14	0
Supervisorial District 10 - Election Day	0	0	2	0	1	0	9,348	8	0	0	1	7	4
Supervisorial District 10	2	5	5	1	4	0	43,113	47	0	0	26	21	4
Supervisorial District 11 - Vote By Mail	0	10	8	2	3	0	30,643	34	0	0	11	23	0
Supervisorial District 11 - Election Day	3	0	1	2	2	0	8,032	15	0	0	5	10	2
Supervisorial District 11	3	10	9	4	5	0	38,675	49	0	0	16	33	2
Bayview/Hunters Point - Vote By Mail	0	3	2	1	0	0	15,464	17	0	0	11	6	0
Bayview/Hunters Point - Election Day	0	0	0	0	1	0	5,021	2	0	0	0	2	1
Bayview/Hunters Point	0	3	2	1	1	0	20,485	19	0	0	11	8	1
Chinatown - Vote By Mail	0	7	1	1	1	0	14,029	19	0	0	9	10	0
Chinatown - Election Day	0	3	0	0	2	0	3,238	8	0	0	1	7	2
Chinatown	0	10	1	1	3	0	17,267	27	0	0	10	17	2
Civic Center/Downtown - Vote By Mail	2	16	9	5	3	0	22,050	55	0	0	20	35	0
Civic Center/Downtown - Election Day	2	3	6	0	1	0	5,969	16	0	0	2	14	2
Civic Center/Downtown	4	19	15	5	4	0	28,019	71	0	0	22	49	2
Diamond Heights - Vote By Mail	0	6	1	0	2	0	5,630	18	0	0	9	9	0
Diamond Heights - Election Day	0	2	1	0	0	0	1,430	3	0	0	0	3	0
Diamond Heights	0	8	2	0	2	0	7,060	21	0	0	9	12	0
Excelsior - Vote By Mail	0	8	8	1	2	0	22,700	28	0	0	9	19	0
Excelsior - Election Day	2	0	0	2	2	0	5,893	10	0	0	3	7	1
Excelsior	2	8	8	3	4	0	28,593	38	0	0	12	26	1
Haight Ashbury - Vote By Mail	0	3	3	1	4	0	11,526	19	0	0	8	11	0
Haight Ashbury - Election Day	1	3	1	2	3	0	2,336	17	0	0	4	13	3
Haight Ashbury	1	6	4	3	7	0	13,862	36	0	0	12	24	3
Ingleside - Vote By Mail	0	2	1	1	1	0	9,818	8	0	0	3	5	0
Ingleside - Election Day	1	0	1	0	1	0	2,577	6	0	0	2	4	1
Ingleside	1	2	2	1	2	0	12,395	14	0	0	5	9	1
Inner Sunset - Vote By Mail	0	4	1	3	2	0	7,628	19	0	0	9	10	0
Inner Sunset - Election Day	0	3	2	1	1	0	2,030	13	0	0	4	9	2
Inner Sunset	0	7	3	4	3	0	9,658	32	0	0	13	19	2
Lake Merced - Vote By Mail	0	2	3	2	0	0	7,416	14	0	0	7	7	0
Lake Merced - Election Day	1	0	0	1	1	0	842	4	0	0	0	4	1
Lake Merced	1	2	3	3	1	0	8,258	18	0	0	7	11	1
Laurel Heights/Anza Vista - Vote By Mail	0	2	0	0	2	0	8,172	6	0	0	2	4	0
Laurel Heights/Anza Vista - Election Day	1	0	2	0	1	0	1,850	6	0	0	1	5	1
Laurel Heights/Anza Vista	1	2	2	0	3	0	10,022	12	0	0	3	9	1
Marina Pacific Heights - Vote By Mail	0	6	1	2	2	0	33,509	25	0	0	14	11	0
Marina Pacific Heights - Election Day	1	1	4	0	0	0	5,931	6	0	0	0	6	0
Marina Pacific Heights	1	7	5	2	2	0	39,440	31	0	0	14	17	0
Mission - Vote By Mail	1	12	10	3	4	0	23,572	57	0	0	27	30	0
Mission - Election Day	1	4	5	2	7	0	7,433	30	0	0	7	23	4
Mission	2	16	15	5	11	0	31,005	87	0	0	34	53	4
North Bernal Heights - Vote By Mail	1	4	6	2	6	0	6,791	31	0	0	12	19	0
North Bernal Heights - Election Day	0	2	0	1	5	0	1,942	14	0	0	4	10	2
North Bernal Heights	1	6	6	3	11	0	8,733	45	0	0	16	29	2
North Embarcadero - Vote By Mail	0	0	2	0	1	0	5,779	7	0	0	4	3	0
North Embarcadero - Election Day	0	1	0	0	0	0	1,309	2	0	0	1	1	0
North Embarcadero	0	1	2	0	1	0	7,088	9	0	0	5	4	0
Noe Valley - Vote By Mail	0	12	5	2	5	0	13,553	50	0	0	26	24	0
Noe Valley - Election Day	0	2	7	0	2	0	3,435	16	0	0	3	13	2
Noe Valley	0	14	12	2	7	0	16,988	66	0	0	29	37	2
Portola - Vote By Mail	0	3	3	0	0	0	7,830	8	0	0	2	6	0
Portola - Election Day	1	1	1	1	1	0	1,802	6	0	0	0	6	1
Portola	1	4	4	1	1	0	9,632	14	0	0	2	12	1
Potrero Hill - Vote By Mail	1	2	1	0	2	0	14,623	16	0	0	10	6	0
Potrero Hill - Election Day	0	0	2	0	2	0	2,733	7	0	0	1	6	2
Potrero Hill	1	2	3	0	4	0	17,356	23	0	0	11	12	2
Richmond - Vote By Mail	0	9	6	6	2	0	29,447	60	0	0	37	23	0
Richmond - Election Day	0	8	5	8	5	0	8,178	37	0	0	5	32	6
Richmond	0	17	11	14	7	0	37,625	97	0	0	42	55	6
South of Bernal Heights - Vote By Mail	0	6	4	2	4	0	7,165	24	0	0	8	16	0
South of Bernal Heights - Election Day	0	1	1	0	0	0	2,406	8	0	0	3	5	3
South of Bernal Heights	0	7	5	2	4	0	9,571	32	0	0	11	21	3
Sea Cliff/Presidio Heights - Vote By Mail	0	2	2	0	0	0	6,458	7	0	0	3	4	0
Sea Cliff/Presidio Heights - Election Day	0	0	0	0	0	0	1,563	0	0	0	0	0	0
Sea Cliff/Presidio Heights	0	2	2	0	0	0	8,021	7	0	0	3	4	0
South of Market - Vote By Mail	0	5	4	1	0	0	20,910	23	0	0	13	10	0
South of Market - Election Day	0	1	1	0	1	0	4,167	3	0	0	0	3	0
South of Market	0	6	5	1	1	0	25,077	26	0	0	13	13	0
Sunset - Vote By Mail	0	12	5	8	7	0	34,606	66	0	0	34	32	0
Sunset - Election Day	0	3	8	4	5	0	8,887	27	0	0	2	25	5
Sunset	0	15	13	12	12	0	43,493	93	0	0	36	57	5
Upper Market/Eureka Valley - Vote By Mail	1	7	5	2	7	0	15,381	42	0	0	20	22	0
Upper Market/Eureka Valley - Election Day	0	2	3	3	3	0	3,512	16	0	0	4	12	1
Upper Market/Eureka Valley	1	9	8	5	10	0	18,893	58	0	0	24	34	1
Visitation Valley - Vote By Mail	1	0	0	0	1	0	6,638	5	0	0	3	2	0
Visitation Valley - Election Day	0	0	0	0	0	0	1,850	1	0	0	0	1	1
Visitation Valley	1	0	0	0	1	0	8,488	6	0	0	3	3	1
West of Twin Peaks - Vote By Mail	0	6	9	6	5	0	28,439	58	0	0	32	26	0
West of Twin Peaks - Election Day	3	6	1	4	0	0	6,935	17	0	0	1	16	2
West of Twin Peaks	3	12	10	10	5	0	35,374	75	0	0	33	42	2
Western Addition - Vote By Mail	1	18	8	4	5	0	23,712	64	0	0	28	36	0
Western Addition - Election Day	0	5	1	4	3	0	7,784	21	0	0	4	17	4
Western Addition	1	23	9	8	8	0	31,496	85	0	0	32	53	4
