Subtotal Area	ROBERT ARDINI	JOE WALSH	BILL WELD	ROQUE "ROCKY" DE LA FUENTE	MATTHEW JOHN MATERN	ZOLTAN G. ISTVAN	DONALD J. TRUMP	DENIS C. GRASSKA	ROBERT LEE MANNING JR.	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes	Write-in Votes
Precinct 9421 - Vote By Mail	0	0	1	0	0	1	30	0	0	752	35	0	0	3	32	0
Precinct 9421 - Election Day	0	0	0	0	0	0	10	0	0	173	11	0	0	1	10	0
Precinct 9421	0	0	1	0	0	1	40	0	0	925	46	0	0	4	42	0
Precinct 9422 - Vote By Mail	0	3	2	0	0	0	35	0	0	831	43	0	0	3	40	0
Precinct 9422 - Election Day	0	2	1	0	0	0	6	0	0	270	12	0	0	3	9	0
Precinct 9422	0	5	3	0	0	0	41	0	0	1,101	55	0	0	6	49	0
Precinct 9423 - Vote By Mail	0	1	1	1	1	0	17	0	0	714	26	0	0	5	21	0
Precinct 9423 - Election Day	0	0	0	0	0	0	5	0	0	190	5	0	0	0	5	0
Precinct 9423	0	1	1	1	1	0	22	0	0	904	31	0	0	5	26	0
Precinct 9424 - Vote By Mail	0	1	4	1	0	0	28	0	0	799	36	0	0	2	34	0
Precinct 9424 - Election Day	0	0	0	0	0	0	11	0	0	210	11	0	0	0	11	0
Precinct 9424	0	1	4	1	0	0	39	0	0	1,009	47	0	0	2	45	0
Precinct 9425 - Vote By Mail	0	0	5	0	1	1	26	0	0	789	38	0	0	5	33	0
Precinct 9425 - Election Day	0	0	1	0	0	0	3	0	0	187	4	0	0	0	4	0
Precinct 9425	0	0	6	0	1	1	29	0	0	976	42	0	0	5	37	0
Precinct 9426 - Vote By Mail	0	1	2	1	1	2	26	0	0	697	36	0	0	3	33	0
Precinct 9426 - Election Day	0	0	0	1	0	0	10	0	0	156	11	0	0	0	11	0
Precinct 9426	0	1	2	2	1	2	36	0	0	853	47	0	0	3	44	0
Precinct 9427 - Vote By Mail	0	4	1	0	2	0	38	0	0	799	49	0	0	4	45	0
Precinct 9427 - Election Day	1	1	0	0	0	0	6	0	0	188	8	0	0	0	8	0
Precinct 9427	1	5	1	0	2	0	44	0	0	987	57	0	0	4	53	0
Precinct 9428 - Vote By Mail	0	4	3	1	0	0	16	0	0	811	29	0	0	5	24	0
Precinct 9428 - Election Day	0	1	0	0	0	0	8	0	0	179	9	0	0	0	9	0
Precinct 9428	0	5	3	1	0	0	24	0	0	990	38	0	0	5	33	0
Precinct 9429 - Vote By Mail	0	4	2	3	1	0	24	0	0	709	36	0	0	2	34	0
Precinct 9429 - Election Day	0	0	0	0	1	0	5	0	0	197	8	0	0	1	7	1
Precinct 9429	0	4	2	3	2	0	29	0	0	906	44	0	0	3	41	1
Precinct 9431 - Vote By Mail	2	0	1	0	0	1	32	0	0	832	39	0	0	3	36	0
Precinct 9431 - Election Day	0	1	2	1	0	0	3	0	0	204	7	0	0	0	7	0
Precinct 9431	2	1	3	1	0	1	35	0	0	1,036	46	0	0	3	43	0
Precinct 9432 - Vote By Mail	0	1	3	1	0	0	19	0	0	743	28	0	0	4	24	0
Precinct 9432 - Election Day	0	0	0	1	0	0	6	0	0	215	9	0	0	1	8	1
Precinct 9432	0	1	3	2	0	0	25	0	0	958	37	0	0	5	32	1
Precinct 9433 - Vote By Mail	0	1	0	1	2	0	30	0	0	794	38	0	0	4	34	0
Precinct 9433 - Election Day	0	0	0	1	0	0	10	0	0	164	11	0	0	0	11	0
Precinct 9433	0	1	0	2	2	0	40	0	0	958	49	0	0	4	45	0
Precinct 9434 - Vote By Mail	0	3	2	2	1	1	20	0	0	785	29	0	0	0	29	0
Precinct 9434 - Election Day	0	0	0	0	0	0	6	0	0	227	6	0	0	0	6	0
Precinct 9434	0	3	2	2	1	1	26	0	0	1,012	35	0	0	0	35	0
Precinct 9435 - Vote By Mail	0	2	0	1	0	0	21	0	0	779	27	0	0	3	24	0
Precinct 9435 - Election Day	0	2	0	0	0	0	8	0	0	225	10	0	0	0	10	0
Precinct 9435	0	4	0	1	0	0	29	0	0	1,004	37	0	0	3	34	0
Precinct 9436 - Vote By Mail	1	3	1	0	2	0	26	0	0	842	36	0	1	2	33	0
Precinct 9436 - Election Day	0	0	1	0	4	0	4	0	0	226	10	0	0	0	10	1
Precinct 9436	1	3	2	0	6	0	30	0	0	1,068	46	0	1	2	43	1
Precinct 9437 - Vote By Mail	0	1	1	3	0	2	36	0	0	736	47	0	0	4	43	0
Precinct 9437 - Election Day	0	1	1	0	0	0	11	0	0	191	13	0	0	0	13	0
Precinct 9437	0	2	2	3	0	2	47	0	0	927	60	0	0	4	56	0
Precinct 9438 - Vote By Mail	1	4	1	0	2	0	30	0	0	837	42	0	0	4	38	0
Precinct 9438 - Election Day	0	0	0	0	0	0	8	0	0	152	8	0	0	0	8	0
Precinct 9438	1	4	1	0	2	0	38	0	0	989	50	0	0	4	46	0
Precinct 9439 - Vote By Mail	0	0	2	0	3	0	30	0	0	718	36	0	0	1	35	0
Precinct 9439 - Election Day	0	0	0	0	0	0	3	0	0	199	5	0	0	1	4	1
Precinct 9439	0	0	2	0	3	0	33	0	0	917	41	0	0	2	39	1
Precinct 9441 - Vote By Mail	0	3	0	1	2	0	12	0	0	778	20	0	0	2	18	0
Precinct 9441 - Election Day	0	0	0	0	0	0	6	0	0	193	6	0	0	0	6	0
Precinct 9441	0	3	0	1	2	0	18	0	0	971	26	0	0	2	24	0
Precinct 9442 - Vote By Mail	0	0	1	1	0	0	31	0	0	830	33	0	0	0	33	0
Precinct 9442 - Election Day	0	0	2	0	0	0	13	0	0	210	15	0	0	0	15	0
Precinct 9442	0	0	3	1	0	0	44	0	0	1,040	48	0	0	0	48	0
Precinct 9443 - Vote By Mail	0	0	1	0	0	0	13	0	0	759	16	0	0	2	14	0
Precinct 9443 - Election Day	0	1	0	1	0	0	7	0	0	196	9	0	0	0	9	0
Precinct 9443	0	1	1	1	0	0	20	0	0	955	25	0	0	2	23	0
Precinct 9444 - Vote By Mail	0	1	0	1	1	0	34	0	0	768	44	0	0	7	37	0
Precinct 9444 - Election Day	0	0	0	0	0	0	11	0	0	197	13	0	0	2	11	0
Precinct 9444	0	1	0	1	1	0	45	0	0	965	57	0	0	9	48	0
Precinct 9445 - Vote By Mail	0	1	0	1	1	0	23	0	0	829	33	0	0	7	26	0
Precinct 9445 - Election Day	0	0	0	0	0	1	7	0	0	167	10	0	0	1	9	1
Precinct 9445	0	1	0	1	1	1	30	0	0	996	43	0	0	8	35	1
Precinct 9446 - Vote By Mail	0	0	0	0	6	0	34	0	0	900	45	0	0	5	40	0
Precinct 9446 - Election Day	0	0	0	0	0	0	1	0	0	216	2	0	0	1	1	0
Precinct 9446	0	0	0	0	6	0	35	0	0	1,116	47	0	0	6	41	0
Precinct 9447 - Vote By Mail	1	1	2	0	0	0	23	0	0	729	27	0	0	0	27	0
Precinct 9447 - Election Day	0	2	1	1	0	0	5	0	0	192	9	0	0	0	9	0
Precinct 9447	1	3	3	1	0	0	28	0	0	921	36	0	0	0	36	0
Precinct 9448 - Vote By Mail	1	0	1	0	2	2	12	0	0	742	21	0	0	3	18	0
Precinct 9448 - Election Day	0	0	0	0	0	0	7	0	0	198	7	0	0	0	7	0
Precinct 9448	1	0	1	0	2	2	19	0	0	940	28	0	0	3	25	0
Precinct 9449 - Vote By Mail	0	1	0	1	0	0	19	0	0	719	23	0	0	2	21	0
Precinct 9449 - Election Day	0	0	0	1	0	0	8	0	0	162	9	0	0	0	9	0
Precinct 9449	0	1	0	2	0	0	27	0	0	881	32	0	0	2	30	0
Precinct 9451 - Vote By Mail	0	1	1	1	0	0	21	0	0	353	27	0	0	3	24	0
Precinct 9451 - Election Day	0	0	0	0	0	0	4	0	0	88	4	0	0	0	4	0
Precinct 9451	0	1	1	1	0	0	25	0	0	441	31	0	0	3	28	0
Precinct 9452 - Vote By Mail	0	0	0	0	0	0	23	0	0	647	29	0	0	6	23	0
Precinct 9452 - Election Day	0	0	0	0	1	0	9	0	0	195	12	0	0	0	12	2
Precinct 9452	0	0	0	0	1	0	32	0	0	842	41	0	0	6	35	2
Precinct 9453 - Vote By Mail	0	0	0	0	1	0	31	0	0	409	36	0	0	4	32	0
Precinct 9453 - Election Day	0	1	1	0	0	0	6	0	0	115	9	0	0	1	8	0
Precinct 9453	0	1	1	0	1	0	37	0	0	524	45	0	0	5	40	0
Precinct 9501 MB - Vote By Mail	0	0	0	1	0	0	2	0	0	158	4	0	0	1	3	0
Precinct 9501 MB - Election Day	0	0	0	0	0	0	0	0	0	-8	0	0	0	0	0	0
Precinct 9501 MB	0	0	0	1	0	0	2	0	0	150	4	0	0	1	3	0
Precinct 9502 MB - Vote By Mail	0	0	0	0	0	0	6	0	0	294	6	0	0	0	6	0
Precinct 9502 MB - Election Day	0	0	0	0	0	0	0	0	0	-43	0	0	0	0	0	0
Precinct 9502 MB	0	0	0	0	0	0	6	0	0	251	6	0	0	0	6	0
Precinct 9503/9504 - Vote By Mail	0	0	2	1	0	0	3	0	0	550	9	0	0	3	6	0
Precinct 9503/9504 - Election Day	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0
Precinct 9503/9504	0	0	2	1	0	0	3	0	0	700	9	0	0	3	6	0
Precinct 9505 - Vote By Mail	0	0	0	0	0	0	7	0	0	589	8	0	0	1	7	0
Precinct 9505 - Election Day	0	0	0	0	0	0	3	0	0	176	4	0	0	0	4	1
Precinct 9505	0	0	0	0	0	0	10	0	0	765	12	0	0	1	11	1
Precinct 9506 - Vote By Mail	0	0	5	0	0	1	1	0	0	547	8	0	0	1	7	0
Precinct 9506 - Election Day	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0
Precinct 9506	0	0	5	0	0	1	1	0	0	754	8	0	0	1	7	0
Precinct 9507 - Vote By Mail	0	0	0	0	1	0	4	0	0	556	6	0	0	1	5	0
Precinct 9507 - Election Day	0	0	0	1	0	0	1	0	0	160	2	0	0	0	2	0
Precinct 9507	0	0	0	1	1	0	5	0	0	716	8	0	0	1	7	0
Precinct 9508 - Vote By Mail	0	1	2	0	0	0	1	0	0	632	6	0	0	2	4	0
Precinct 9508 - Election Day	0	1	0	0	0	0	0	0	0	148	1	0	0	0	1	0
Precinct 9508	0	2	2	0	0	0	1	0	0	780	7	0	0	2	5	0
Precinct 9509 - Vote By Mail	0	0	1	0	1	0	3	0	0	585	5	0	0	0	5	0
Precinct 9509 - Election Day	0	0	1	0	0	0	0	0	0	142	3	0	0	0	3	2
Precinct 9509	0	0	2	0	1	0	3	0	0	727	8	0	0	0	8	2
Precinct 9511 - Vote By Mail	0	1	1	0	1	0	6	0	0	458	10	0	0	1	9	0
Precinct 9511 - Election Day	0	0	2	0	0	0	3	0	0	176	5	0	0	0	5	0
Precinct 9511	0	1	3	0	1	0	9	0	0	634	15	0	0	1	14	0
Precinct 9512 - Vote By Mail	0	0	0	0	0	0	5	0	0	617	5	0	0	0	5	0
Precinct 9512 - Election Day	0	0	0	0	0	0	2	0	0	160	4	0	0	1	3	1
Precinct 9512	0	0	0	0	0	0	7	0	0	777	9	0	0	1	8	1
Precinct 9513 - Vote By Mail	0	1	0	0	0	0	5	0	0	686	8	0	0	2	6	0
Precinct 9513 - Election Day	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0
Precinct 9513	0	1	0	0	0	0	5	0	0	877	8	0	0	2	6	0
Precinct 9514/9522 - Vote By Mail	0	0	2	0	0	0	5	0	0	713	7	0	0	0	7	0
Precinct 9514/9522 - Election Day	0	0	2	1	0	0	1	0	0	183	4	0	0	0	4	0
Precinct 9514/9522	0	0	4	1	0	0	6	0	0	896	11	0	0	0	11	0
Precinct 9515 - Vote By Mail	0	0	0	1	1	0	14	0	0	543	17	0	0	1	16	0
Precinct 9515 - Election Day	0	0	1	0	1	1	4	0	0	169	7	0	0	0	7	0
Precinct 9515	0	0	1	1	2	1	18	0	0	712	24	0	0	1	23	0
Precinct 9516 - Vote By Mail	0	1	1	2	0	0	19	0	0	705	24	0	0	1	23	0
Precinct 9516 - Election Day	0	1	1	0	0	0	7	0	0	184	11	0	0	1	10	1
Precinct 9516	0	2	2	2	0	0	26	0	0	889	35	0	0	2	33	1
Precinct 9517 - Vote By Mail	0	0	1	0	0	0	7	0	0	626	10	0	0	2	8	0
Precinct 9517 - Election Day	0	0	0	1	0	0	0	0	0	162	1	0	0	0	1	0
Precinct 9517	0	0	1	1	0	0	7	0	0	788	11	0	0	2	9	0
Precinct 9518 - Vote By Mail	0	1	2	0	0	1	12	0	0	642	18	0	0	2	16	0
Precinct 9518 - Election Day	0	0	0	0	0	0	3	0	0	146	3	0	0	0	3	0
Precinct 9518	0	1	2	0	0	1	15	0	0	788	21	0	0	2	19	0
Precinct 9519 - Vote By Mail	0	0	2	0	0	0	11	0	0	693	15	0	0	2	13	0
Precinct 9519 - Election Day	0	0	0	0	0	0	5	0	0	198	7	0	0	2	5	0
Precinct 9519	0	0	2	0	0	0	16	0	0	891	22	0	0	4	18	0
Precinct 9521 - Vote By Mail	1	0	0	0	0	0	10	0	0	687	11	0	0	0	11	0
Precinct 9521 - Election Day	0	0	0	0	0	0	5	0	0	214	6	0	0	0	6	1
Precinct 9521	1	0	0	0	0	0	15	0	0	901	17	0	0	0	17	1
Precinct 9701 - Vote By Mail	0	0	2	0	0	1	8	0	0	498	12	0	0	1	11	0
Precinct 9701 - Election Day	0	0	0	0	0	0	5	0	0	156	5	0	0	0	5	0
Precinct 9701	0	0	2	0	0	1	13	0	0	654	17	0	0	1	16	0
Precinct 9702 - Vote By Mail	0	0	3	0	0	0	7	0	0	554	12	0	0	2	10	0
Precinct 9702 - Election Day	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0
Precinct 9702	0	0	3	0	0	0	7	0	0	720	12	0	0	2	10	0
Precinct 9703 - Vote By Mail	1	0	0	0	0	0	22	0	0	809	25	0	0	2	23	0
Precinct 9703 - Election Day	0	1	0	0	0	0	10	0	0	182	11	0	0	0	11	0
Precinct 9703	1	1	0	0	0	0	32	0	0	991	36	0	0	2	34	0
Precinct 9704 - Vote By Mail	0	1	4	0	2	0	23	0	0	760	36	0	0	6	30	0
Precinct 9704 - Election Day	0	0	0	1	0	0	7	0	0	199	9	0	0	1	8	0
Precinct 9704	0	1	4	1	2	0	30	0	0	959	45	0	0	7	38	0
Precinct 9705 - Vote By Mail	0	0	2	0	0	0	7	0	0	754	13	0	0	4	9	0
Precinct 9705 - Election Day	0	0	0	1	0	0	8	0	0	175	9	0	0	0	9	0
Precinct 9705	0	0	2	1	0	0	15	0	0	929	22	0	0	4	18	0
Precinct 9706 MB - Vote By Mail	0	0	0	0	0	0	0	0	0	57	2	0	0	2	0	0
Precinct 9706 MB - Election Day	0	0	0	0	0	0	0	0	0	-8	0	0	0	0	0	0
Precinct 9706 MB	0	0	0	0	0	0	0	0	0	49	2	0	0	2	0	0
Precinct 9707 - Vote By Mail	0	2	4	1	1	0	42	0	0	687	55	0	0	5	50	0
Precinct 9707 - Election Day	0	0	1	0	1	0	1	0	0	139	6	0	0	2	4	1
Precinct 9707	0	2	5	1	2	0	43	0	0	826	61	0	0	7	54	1
Precinct 9708 - Vote By Mail	0	0	1	0	0	0	17	0	0	786	18	0	0	0	18	0
Precinct 9708 - Election Day	0	0	2	0	0	0	3	0	0	175	5	0	0	0	5	0
Precinct 9708	0	0	3	0	0	0	20	0	0	961	23	0	0	0	23	0
Precinct 9709 - Vote By Mail	1	6	1	0	1	0	32	0	0	831	48	0	0	7	41	0
Precinct 9709 - Election Day	0	2	2	1	2	0	12	0	0	209	19	0	0	0	19	0
Precinct 9709	1	8	3	1	3	0	44	0	0	1,040	67	0	0	7	60	0
Precinct 9711 - Vote By Mail	0	0	0	2	0	1	27	0	0	502	34	0	0	4	30	0
Precinct 9711 - Election Day	0	1	1	0	0	0	16	0	0	144	18	0	0	0	18	0
Precinct 9711	0	1	1	2	0	1	43	0	0	646	52	0	0	4	48	0
Precinct 9712 - Vote By Mail	0	1	4	0	0	0	25	0	0	534	36	0	0	6	30	0
Precinct 9712 - Election Day	0	2	1	0	0	0	4	0	0	127	9	0	0	2	7	0
Precinct 9712	0	3	5	0	0	0	29	0	0	661	45	0	0	8	37	0
Precinct 9713 - Vote By Mail	0	3	1	2	1	0	27	0	0	747	48	0	0	14	34	0
Precinct 9713 - Election Day	0	0	0	1	0	0	9	0	0	203	12	0	0	0	12	2
Precinct 9713	0	3	1	3	1	0	36	0	0	950	60	0	0	14	46	2
Precinct 9714 - Vote By Mail	1	1	7	2	0	2	46	0	0	795	64	0	0	5	59	0
Precinct 9714 - Election Day	0	0	0	2	0	0	7	0	0	156	10	0	0	1	9	0
Precinct 9714	1	1	7	4	0	2	53	0	0	951	74	0	0	6	68	0
Precinct 9715 - Vote By Mail	1	3	3	0	0	1	23	0	0	449	34	0	0	3	31	0
Precinct 9715 - Election Day	0	0	0	0	0	0	5	0	0	130	6	0	0	0	6	1
Precinct 9715	1	3	3	0	0	1	28	0	0	579	40	0	0	3	37	1
Precinct 9716 - Vote By Mail	0	1	1	0	0	0	28	0	0	745	32	0	0	2	30	0
Precinct 9716 - Election Day	0	0	0	0	1	1	10	0	0	221	14	0	0	1	13	1
Precinct 9716	0	1	1	0	1	1	38	0	0	966	46	0	0	3	43	1
Precinct 9717 - Vote By Mail	0	1	3	0	0	0	35	0	0	753	44	0	0	5	39	0
Precinct 9717 - Election Day	0	0	0	1	0	0	2	0	0	224	5	0	0	2	3	0
Precinct 9717	0	1	3	1	0	0	37	0	0	977	49	0	0	7	42	0
Precinct 9718 - Vote By Mail	0	1	2	2	1	1	35	0	0	749	55	0	0	13	42	0
Precinct 9718 - Election Day	0	1	0	0	0	0	11	0	0	152	12	0	0	0	12	0
Precinct 9718	0	2	2	2	1	1	46	0	0	901	67	0	0	13	54	0
Precinct 9719 - Vote By Mail	0	1	2	1	2	0	39	0	0	747	53	0	0	8	45	0
Precinct 9719 - Election Day	0	1	1	0	1	0	6	0	0	173	11	0	0	1	10	1
Precinct 9719	0	2	3	1	3	0	45	0	0	920	64	0	0	9	55	1
Precinct 9721 - Vote By Mail	0	1	2	2	0	0	28	0	0	498	35	0	0	2	33	0
Precinct 9721 - Election Day	0	0	1	0	0	0	11	0	0	164	13	0	0	1	12	0
Precinct 9721	0	1	3	2	0	0	39	0	0	662	48	0	0	3	45	0
Precinct 9722 - Vote By Mail	0	0	5	0	1	0	37	0	0	513	47	0	0	4	43	0
Precinct 9722 - Election Day	0	0	1	0	0	0	2	0	0	84	5	0	0	2	3	0
Precinct 9722	0	0	6	0	1	0	39	0	0	597	52	0	0	6	46	0
Precinct 9723 - Vote By Mail	0	1	3	1	1	0	31	0	0	436	40	0	0	3	37	0
Precinct 9723 - Election Day	0	0	0	0	1	0	9	0	0	72	10	0	0	0	10	0
Precinct 9723	0	1	3	1	2	0	40	0	0	508	50	0	0	3	47	0
Precinct 9724 - Vote By Mail	2	6	3	0	1	0	57	0	0	851	79	0	0	10	69	0
Precinct 9724 - Election Day	0	1	0	1	0	0	9	0	0	169	11	0	0	0	11	0
Precinct 9724	2	7	3	1	1	0	66	0	0	1,020	90	0	0	10	80	0
Precinct 9725 - Vote By Mail	1	1	3	0	1	0	58	0	0	814	70	0	0	6	64	0
Precinct 9725 - Election Day	0	2	0	1	0	0	14	0	0	157	17	0	0	0	17	0
Precinct 9725	1	3	3	1	1	0	72	0	0	971	87	0	0	6	81	0
Precinct 9726 - Vote By Mail	0	0	0	0	0	0	14	0	0	630	15	0	0	1	14	0
Precinct 9726 - Election Day	0	0	0	0	0	0	10	0	0	-14	11	0	0	0	11	1
Precinct 9726	0	0	0	0	0	0	24	0	0	616	26	0	0	1	25	1
Precinct 9727 - Vote By Mail	0	2	4	0	0	0	42	0	0	404	53	0	0	5	48	0
Precinct 9727 - Election Day	0	0	0	0	0	0	2	0	0	56	4	0	0	2	2	0
Precinct 9727	0	2	4	0	0	0	44	0	0	460	57	0	0	7	50	0
Precinct 9728 - Vote By Mail	0	0	9	1	5	1	50	0	0	751	75	0	0	9	66	0
Precinct 9728 - Election Day	0	2	1	0	0	0	13	0	0	212	19	0	1	2	16	0
Precinct 9728	0	2	10	1	5	1	63	0	0	963	94	0	1	11	82	0
Precinct 9729 - Vote By Mail	1	2	7	1	0	2	37	0	0	654	56	0	0	6	50	0
Precinct 9729 - Election Day	0	2	2	0	0	0	16	0	0	164	22	0	0	2	20	0
Precinct 9729	1	4	9	1	0	2	53	0	0	818	78	0	0	8	70	0
Precinct 9731 - Vote By Mail	0	2	2	0	0	0	19	0	0	436	31	0	0	8	23	0
Precinct 9731 - Election Day	0	1	0	0	0	0	13	0	0	143	15	0	0	1	14	0
Precinct 9731	0	3	2	0	0	0	32	0	0	579	46	0	0	9	37	0
Precinct 9732 MB - Vote By Mail	0	0	0	1	0	0	5	0	0	78	6	0	0	0	6	0
Precinct 9732 MB - Election Day	0	0	0	0	0	0	0	0	0	-5	0	0	0	0	0	0
Precinct 9732 MB	0	0	0	1	0	0	5	0	0	73	6	0	0	0	6	0
Precinct 9733 MB - Vote By Mail	0	2	1	0	1	0	5	0	0	261	11	0	0	2	9	0
Precinct 9733 MB - Election Day	0	0	0	0	0	0	0	0	0	-21	0	0	0	0	0	0
Precinct 9733 MB	0	2	1	0	1	0	5	0	0	240	11	0	0	2	9	0
Precinct 9734 - Vote By Mail	0	1	1	0	1	0	23	0	0	473	34	0	0	8	26	0
Precinct 9734 - Election Day	0	0	0	0	0	0	10	0	0	131	15	0	0	3	12	2
Precinct 9734	0	1	1	0	1	0	33	0	0	604	49	0	0	11	38	2
Precinct 9735 - Vote By Mail	1	1	3	0	3	1	30	0	0	650	50	0	0	11	39	0
Precinct 9735 - Election Day	0	0	3	0	0	0	15	0	0	170	20	0	0	1	19	1
Precinct 9735	1	1	6	0	3	1	45	0	0	820	70	0	0	12	58	1
Precinct 9736 - Vote By Mail	0	2	1	0	0	0	21	0	0	586	25	0	0	1	24	0
Precinct 9736 - Election Day	0	1	1	0	0	0	14	0	0	150	17	0	0	0	17	1
Precinct 9736	0	3	2	0	0	0	35	0	0	736	42	0	0	1	41	1
Precinct 9737 - Vote By Mail	0	1	5	1	0	0	21	0	0	637	31	0	0	3	28	0
Precinct 9737 - Election Day	0	0	0	0	0	0	10	0	0	154	10	0	0	0	10	0
Precinct 9737	0	1	5	1	0	0	31	0	0	791	41	0	0	3	38	0
Precinct 9738 - Vote By Mail	0	0	0	0	0	0	27	0	0	688	32	0	0	5	27	0
Precinct 9738 - Election Day	0	0	1	0	1	0	7	0	0	150	9	0	0	0	9	0
Precinct 9738	0	0	1	0	1	0	34	0	0	838	41	0	0	5	36	0
Precinct 9739 - Vote By Mail	1	0	0	0	1	0	22	0	0	674	24	0	0	0	24	0
Precinct 9739 - Election Day	1	0	0	0	0	0	4	0	0	115	5	0	0	0	5	0
Precinct 9739	2	0	0	0	1	0	26	0	0	789	29	0	0	0	29	0
Precinct 9741 - Vote By Mail	0	0	0	0	0	0	4	0	0	837	4	0	0	0	4	0
Precinct 9741 - Election Day	0	0	0	0	0	0	0	0	0	-396	0	0	0	0	0	0
Precinct 9741	0	0	0	0	0	0	4	0	0	441	4	0	0	0	4	0
Precinct 9742 - Vote By Mail	1	2	2	0	0	0	21	0	0	530	29	0	0	3	26	0
Precinct 9742 - Election Day	0	1	0	1	0	0	13	0	0	165	16	0	0	1	15	0
Precinct 9742	1	3	2	1	0	0	34	0	0	695	45	0	0	4	41	0
Precinct 9743 - Vote By Mail	0	1	2	0	4	0	24	0	0	913	36	0	0	5	31	0
Precinct 9743 - Election Day	0	0	0	0	0	0	8	0	0	227	8	0	0	0	8	0
Precinct 9743	0	1	2	0	4	0	32	0	0	1,140	44	0	0	5	39	0
Precinct 9744 - Vote By Mail	0	0	1	0	0	0	25	0	0	783	27	0	0	1	26	0
Precinct 9744 - Election Day	0	0	1	0	0	0	7	0	0	160	8	0	0	0	8	0
Precinct 9744	0	0	2	0	0	0	32	0	0	943	35	0	0	1	34	0
Precinct 9745 - Vote By Mail	0	1	4	2	0	0	23	0	0	790	31	0	0	1	30	0
Precinct 9745 - Election Day	0	0	0	1	1	0	7	0	0	202	9	0	0	0	9	0
Precinct 9745	0	1	4	3	1	0	30	0	0	992	40	0	0	1	39	0
Precinct 9746 - Vote By Mail	0	3	4	3	1	1	39	0	0	714	55	0	0	4	51	0
Precinct 9746 - Election Day	0	1	2	0	0	0	8	0	0	189	12	0	0	0	12	1
Precinct 9746	0	4	6	3	1	1	47	0	0	903	67	0	0	4	63	1
Precinct 9747 - Vote By Mail	1	1	2	1	0	0	23	0	0	772	31	0	0	3	28	0
Precinct 9747 - Election Day	0	1	0	0	0	0	5	0	0	204	6	0	0	0	6	0
Precinct 9747	1	2	2	1	0	0	28	0	0	976	37	0	0	3	34	0
Precinct 9748 - Vote By Mail	0	3	1	1	0	0	31	0	0	746	39	0	0	3	36	0
Precinct 9748 - Election Day	0	0	0	1	0	0	3	0	0	167	5	0	0	1	4	0
Precinct 9748	0	3	1	2	0	0	34	0	0	913	44	0	0	4	40	0
Precinct 9749 - Vote By Mail	0	0	0	0	0	0	18	0	0	750	19	0	0	1	18	0
Precinct 9749 - Election Day	0	0	0	1	0	1	4	0	0	188	6	0	0	0	6	0
Precinct 9749	0	0	0	1	0	1	22	0	0	938	25	0	0	1	24	0
Precinct 9751 - Vote By Mail	1	1	2	1	1	1	32	0	0	857	43	0	0	4	39	0
Precinct 9751 - Election Day	0	1	1	0	1	0	9	0	0	214	13	0	0	1	12	0
Precinct 9751	1	2	3	1	2	1	41	0	0	1,071	56	0	0	5	51	0
Precinct 9752 - Vote By Mail	0	0	3	1	1	0	21	0	0	563	27	0	0	1	26	0
Precinct 9752 - Election Day	0	0	3	0	0	0	9	0	0	134	12	0	0	0	12	0
Precinct 9752	0	0	6	1	1	0	30	0	0	697	39	0	0	1	38	0
Precinct 9753 - Vote By Mail	0	2	1	0	0	0	11	0	0	617	18	0	0	4	14	0
Precinct 9753 - Election Day	0	1	0	0	0	0	2	0	0	145	3	0	0	0	3	0
Precinct 9753	0	3	1	0	0	0	13	0	0	762	21	0	0	4	17	0
Precinct 9754 - Vote By Mail	0	2	1	0	0	0	10	0	0	545	13	0	0	0	13	0
Precinct 9754 - Election Day	0	0	1	0	1	1	5	0	0	162	9	0	0	1	8	0
Precinct 9754	0	2	2	0	1	1	15	0	0	707	22	0	0	1	21	0
Precinct 9755 - Vote By Mail	0	0	0	0	0	0	6	0	0	441	8	0	0	2	6	0
Precinct 9755 - Election Day	0	0	0	1	0	0	3	0	0	139	6	0	0	2	4	0
Precinct 9755	0	0	0	1	0	0	9	0	0	580	14	0	0	4	10	0
Precinct 9756 - Vote By Mail	0	0	1	0	0	0	26	0	0	805	28	0	0	1	27	0
Precinct 9756 - Election Day	0	0	0	0	0	0	8	0	0	162	8	0	0	0	8	0
Precinct 9756	0	0	1	0	0	0	34	0	0	967	36	0	0	1	35	0
Precinct 9801 - Vote By Mail	0	0	1	0	0	0	8	0	0	320	9	0	0	0	9	0
Precinct 9801 - Election Day	0	0	0	0	0	0	4	0	0	88	4	0	0	0	4	0
Precinct 9801	0	0	1	0	0	0	12	0	0	408	13	0	0	0	13	0
Congressional District 12 - Vote By Mail	81	436	918	193	160	77	7,322	0	0	355,594	10,489	0	5	1,297	9,187	0
Congressional District 12 - Election Day	20	114	168	67	51	18	2,088	0	0	90,254	2,774	0	0	151	2,623	97
Congressional District 12	101	550	1,086	260	211	95	9,410	0	0	445,848	13,263	0	5	1,448	11,810	97
Congressional District 14 - Vote By Mail	17	60	127	33	34	15	1,558	0	0	47,252	2,057	0	0	213	1,844	0
